
 frequency_dependence   1

 band_index    13    34
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  14  -11.057255  -11.057255  -17.061690   12.264106   -9.909991  -14.707576  -13.141965  -12.622866  -12.310584   -9.582094  -14.379679  -12.294969  -12.048090    0.800537
  15  -10.873723  -10.873723  -17.348874   12.589873  -10.492464  -15.251465  -13.726974  -12.398214  -12.095222  -10.109397  -14.868398  -12.015147  -11.788289    0.801250
  16  -10.862111  -10.862111  -17.352496   12.547181  -10.466128  -15.271443  -13.754905  -12.378650  -12.077261  -10.079027  -14.884342  -11.991549  -11.767090    0.801266
  17   -9.527697   -9.527697  -17.150758   11.842448   -9.997490  -15.305800  -13.689407  -11.144090  -10.830837   -9.641816  -14.950126  -10.788416  -10.544091    0.806202
  18   -9.520874   -9.520874  -17.098997   11.902695  -10.062423  -15.258725  -13.633058  -11.146540  -10.831770   -9.713748  -14.910049  -10.797865  -10.550607    0.806375
  19   -9.189499   -9.189499  -16.792777   11.676574  -10.146779  -15.262981  -13.691892  -10.760588  -10.463791   -9.758653  -14.874856  -10.372462  -10.148987    0.811088
  20   -9.170322   -9.170322  -16.785493   11.648369  -10.136529  -15.273652  -13.711164  -10.732810  -10.437549   -9.745105  -14.882228  -10.341386  -10.120092    0.811031
  21   -8.861513   -8.861513  -15.993926   11.323994  -10.025026  -14.694958  -13.228822  -10.327649  -10.052581   -9.671291  -14.341223   -9.973914   -9.765211    0.812386
  22   -8.806470   -8.806470  -16.007889   11.309045  -10.020310  -14.719155  -13.259059  -10.266566   -9.992795   -9.663602  -14.362447   -9.909858   -9.702971    0.812498
  23   -7.575907   -7.575907  -16.516135   11.279277  -10.205926  -15.442784  -13.840263   -9.178428   -8.884202   -9.811939  -15.048797   -8.784441   -8.562552    0.816398
  24   -7.566240   -7.566240  -16.492914   11.303382  -10.240146  -15.429677  -13.829396   -9.166521   -8.872884   -9.846863  -15.036394   -8.773238   -8.551764    0.816509
  25   -6.485621   -6.485621  -16.579459   11.172323  -11.381632  -16.788767  -15.859027   -7.415361   -7.236835  -10.696620  -16.103756   -6.730349   -6.683357    0.807983
  26   -6.375689   -6.375689  -16.387700   11.023582  -11.338430  -16.702548  -15.777243   -7.300994   -7.123611  -10.664202  -16.028320   -6.626767   -6.578634    0.808297
  27   -3.726160   -3.726160  -12.123512    7.398430  -11.719580  -16.444662  -16.602008   -3.568813   -3.599854  -10.906266  -15.631348   -2.755499   -2.946988    0.802723
  28   -3.712953   -3.712953  -11.983231    7.255646  -11.513990  -16.241575  -16.376509   -3.578018   -3.604489  -10.723111  -15.450696   -2.787139   -2.968763    0.803822
  29   -3.107046   -3.107046  -12.322712    7.265069  -12.317769  -17.375413  -17.709881   -2.772577   -2.840230  -11.368510  -16.426153   -1.823318   -2.082975    0.797732
  30   -2.993325   -2.993325  -12.023161    7.143927  -12.241261  -17.120496  -17.445197   -2.668623   -2.734067  -11.320642  -16.199877   -1.748004   -1.999002    0.798447
  31   -2.792793   -2.792793  -10.371493    6.068107  -10.972526  -15.275912  -15.515405   -2.553300   -2.598572  -10.239014  -14.542400   -1.819788   -2.003718    0.810967
  32   -2.783366   -2.783366  -10.399751    6.080876  -10.991424  -15.310299  -15.552621   -2.541044   -2.586888  -10.254419  -14.573294   -1.804039   -1.989314    0.810815
  33   -1.292262   -1.292262  -10.707143    6.429306  -12.094747  -16.372584  -16.633309   -1.031537   -1.083353  -11.253135  -15.530972   -0.189925   -0.409002    0.801261
  34   -1.255186   -1.255186  -10.695864    6.469769  -12.160239  -16.386334  -16.651364   -0.990157   -1.042881  -11.316531  -15.542627   -0.146449   -0.367018    0.801063
 
       k =  0.250000  0.333333  0.000000 ik =  29 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.221340  -11.221340  -17.423176   12.607365  -10.348769  -15.164579  -13.633387  -12.752532  -12.444833   -9.974703  -14.790514  -12.378467  -12.145938    0.799046
  14  -11.212551  -11.212551  -17.433625   12.650914  -10.405692  -15.188404  -13.665342  -12.735612  -12.429561  -10.027054  -14.809765  -12.356974  -12.127008    0.799055
  15  -10.946222  -10.946222  -16.868355   12.035354   -9.693340  -14.526341  -12.896916  -12.575647  -12.252506   -9.394176  -14.227177  -12.276483  -12.012670    0.801684
  16  -10.917847  -10.917847  -16.876399   12.048146   -9.711380  -14.539634  -12.912139  -12.545342  -12.222731   -9.410745  -14.238999  -12.244707  -11.981689    0.801774
  17   -9.753521   -9.753521  -16.964727   11.823628  -10.018910  -15.160009  -13.649702  -11.263828  -10.970731   -9.641630  -14.782729  -10.886548  -10.666668    0.805936
  18   -9.744968   -9.744968  -16.989252   11.913664  -10.097514  -15.173101  -13.651748  -11.266321  -10.970985   -9.723047  -14.798635  -10.891855  -10.669213    0.805873
  19   -9.159697   -9.159697  -16.428129   11.395444   -9.842273  -14.874958  -13.298880  -10.735775  -10.437757   -9.504636  -14.537321  -10.398138  -10.163963    0.810911
  20   -9.115656   -9.115656  -16.357782   11.378372   -9.843682  -14.823093  -13.248847  -10.689901  -10.392779   -9.510504  -14.489914  -10.356723  -10.122485    0.811261
  21   -8.991158   -8.991158  -16.479045   11.535609  -10.047127  -14.990562  -13.380112  -10.601608  -10.300861   -9.694835  -14.638271  -10.249317  -10.014359    0.813253
  22   -8.951257   -8.951257  -16.464946   11.510256  -10.048431  -15.003121  -13.401039  -10.553339  -10.254151   -9.693257  -14.647947  -10.198164   -9.965305    0.813251
  23   -7.912310   -7.912310  -16.819776   11.545960  -10.359322  -15.633139  -14.048596   -9.496853   -9.202744   -9.941129  -15.214945   -9.078659   -8.862172    0.814389
  24   -7.907246   -7.907246  -16.832077   11.632512  -10.446477  -15.646041  -14.060603   -9.492684   -9.198282  -10.027669  -15.227234   -9.073876   -8.857244    0.814309
  25   -6.183551   -6.183551  -16.380473   10.522940  -10.976806  -16.834338  -15.948674   -7.069215   -6.899516  -10.271825  -16.129357   -6.364234   -6.329614    0.808394
  26   -6.055461   -6.055461  -16.137908   10.764912  -11.345658  -16.718654  -15.836784   -6.937330   -6.768708  -10.654979  -16.027975   -6.246651   -6.210094    0.808790
  27   -3.966147   -3.966147  -12.843745    7.982183  -12.263618  -17.125180  -17.347017   -3.744310   -3.788769  -11.381567  -16.243129   -2.862259   -3.083495    0.799585
  28   -3.945422   -3.945422  -12.868925    8.008810  -12.253927  -17.114043  -17.329429   -3.730036   -3.773174  -11.374181  -16.234296   -2.850290   -3.069626    0.799717
  29   -2.763120   -2.763120  -10.165213    5.911727  -10.775684  -15.029169  -15.262549   -2.529741   -2.573613  -10.063614  -14.317099   -1.817671   -1.995402    0.812014
  30   -2.760781   -2.760781  -10.635643    6.416015  -11.325705  -15.545333  -15.786305   -2.519810   -2.565913  -10.563366  -14.782995   -1.757471   -1.949426    0.808678
  31   -2.638423   -2.638423  -11.370904    6.427585  -11.502733  -16.446052  -16.707067   -2.377408   -2.429022  -10.654914  -15.598233   -1.529589   -1.748856    0.802255
  32   -2.521737   -2.521737  -11.670061    6.438972  -11.656492  -16.887581  -17.163484   -2.245834   -2.301386  -10.767152  -15.998241   -1.356494   -1.591111    0.798654
  33   -1.176945   -1.176945  -10.913634    6.523651  -12.317823  -16.707806  -16.984682   -0.900069   -0.955586  -11.439774  -15.829757   -0.022020   -0.253595    0.799489
  34   -1.106988   -1.106988  -10.870859    6.477621  -12.308125  -16.701362  -16.984567   -0.823783   -0.880629  -11.430707  -15.823944    0.053635   -0.179327    0.799278
 
       k =  0.250000  0.416667  0.000000 ik =  30 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.221340  -11.221340  -17.422515   12.607631  -10.349073  -15.163957  -13.633387  -12.751910  -12.444336   -9.975000  -14.789884  -12.377836  -12.145434    0.799046
  14  -11.212551  -11.212551  -17.432954   12.651188  -10.406006  -15.187772  -13.665342  -12.734980  -12.429056  -10.027360  -14.809125  -12.356334  -12.126497    0.799055
  15  -10.946222  -10.946222  -16.868745   12.035176   -9.693240  -14.526808  -12.896916  -12.576115  -12.252890   -9.394076  -14.227645  -12.276951  -12.013053    0.801689
  16  -10.917847  -10.917847  -16.876881   12.047921   -9.711219  -14.540179  -12.912139  -12.545887  -12.223176   -9.410585  -14.239545  -12.245253  -11.982134    0.801780
  17   -9.753521   -9.753521  -16.963611   11.823473  -10.018760  -15.158898  -13.649702  -11.262717  -10.969831   -9.641470  -14.781608  -10.885427  -10.665761    0.805933
  18   -9.744968   -9.744968  -16.988111   11.913520  -10.097394  -15.171985  -13.651748  -11.265205  -10.970081   -9.722918  -14.797509  -10.890729  -10.668302    0.805870
  19   -9.159697   -9.159697  -16.428118   11.395651   -9.842433  -14.874899  -13.298880  -10.735716  -10.437703   -9.504794  -14.537261  -10.398078  -10.163909    0.810907
  20   -9.115656   -9.115656  -16.357702   11.378586   -9.843837  -14.822953  -13.248847  -10.689761  -10.392659   -9.510656  -14.489772  -10.356581  -10.122364    0.811256
  21   -8.991158   -8.991158  -16.479816   11.535613  -10.047138  -14.991341  -13.380112  -10.602387  -10.301491   -9.694849  -14.639052  -10.250098  -10.014992    0.813251
  22   -8.951257   -8.951257  -16.465737   11.510319  -10.048498  -15.003916  -13.401039  -10.554134  -10.254794   -9.693326  -14.648744  -10.198962   -9.965951    0.813248
  23   -7.912310   -7.912310  -16.818870   11.546254  -10.359603  -15.632219  -14.048596   -9.495933   -9.201995   -9.941400  -15.214016   -9.077730   -8.861415    0.814389
  24   -7.907246   -7.907246  -16.831219   11.632811  -10.446762  -15.645170  -14.060603   -9.491812   -9.197573  -10.027946  -15.226354   -9.072996   -8.856527    0.814309
  25   -6.183551   -6.183551  -16.381182   10.523234  -10.976943  -16.834891  -15.948674   -7.069767   -6.899958  -10.271973  -16.129922   -6.364798   -6.330069    0.808389
  26   -6.055461   -6.055461  -16.138662   10.765728  -11.346313  -16.719247  -15.836784   -6.937924   -6.769184  -10.655647  -16.028581   -6.247257   -6.210583    0.808785
  27   -3.966147   -3.966147  -12.842959    7.982144  -12.263413  -17.124227  -17.347017   -3.743357   -3.788007  -11.381348  -16.242162   -2.861292   -3.082718    0.799588
  28   -3.945422   -3.945422  -12.868084    8.009009  -12.253959  -17.113034  -17.329429   -3.729027   -3.772367  -11.374197  -16.233272   -2.849265   -3.068803    0.799720
  29   -2.763120   -2.763120  -10.165368    5.911365  -10.775446  -15.029450  -15.262549   -2.530021   -2.573842  -10.063376  -14.317380   -1.817951   -1.995634    0.812010
  30   -2.760781   -2.760781  -10.635990    6.415904  -11.325650  -15.545736  -15.786305   -2.520212   -2.566239  -10.563315  -14.783401   -1.757877   -1.949756    0.808677
  31   -2.638423   -2.638423  -11.371610    6.427781  -11.502870  -16.446699  -16.707067   -2.378055   -2.429541  -10.655062  -15.598891   -1.530247   -1.749381    0.802257
  32   -2.521737   -2.521737  -11.670947    6.438940  -11.656331  -16.888338  -17.163484   -2.246591   -2.301990  -10.767004  -15.999012   -1.357265   -1.591723    0.798657
  33   -1.176945   -1.176945  -10.913851    6.524626  -12.318621  -16.707846  -16.984682   -0.900110   -0.955618  -11.440575  -15.829800   -0.022063   -0.253628    0.799490
  34   -1.106988   -1.106988  -10.871129    6.477580  -12.307911  -16.701460  -16.984567   -0.823881   -0.880706  -11.430495  -15.824045    0.053534   -0.179406    0.799280
 
       k =  0.333333  0.333333  0.000000 ik =  31 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.369099  -11.369099  -17.490240   12.704224  -10.383059  -15.169075  -13.646064  -12.892109  -12.583934  -10.006907  -14.792923  -12.515958  -12.283895    0.797654
  14  -11.361319  -11.361319  -17.501808   12.647582  -10.339067  -15.193292  -13.678447  -12.876164  -12.569660   -9.958181  -14.812407  -12.495279  -12.265841    0.797666
  15  -10.552043  -10.552043  -17.115009   12.073612   -9.789473  -14.830870  -13.169139  -12.213774  -11.885219   -9.471967  -14.513364  -11.896268  -11.630490    0.802281
  16  -10.516373  -10.516373  -17.090041   12.009146   -9.741036  -14.821931  -13.164431  -12.173873  -11.846301   -9.423344  -14.504239  -11.856181  -11.591394    0.802370
  17  -10.039170  -10.039170  -15.767283   11.114452   -9.400480  -14.053311  -12.526240  -11.566242  -11.275986   -9.113370  -13.766202  -11.279132  -11.043449    0.809927
  18   -9.980850   -9.980850  -15.829180   11.130040   -9.413835  -14.112975  -12.585846  -11.507978  -11.218019   -9.122335  -13.821475  -11.216478  -10.981867    0.810128
  19   -9.483540   -9.483540  -17.337536   12.131209  -10.331241  -15.537568  -13.971460  -11.049648  -10.746124   -9.941821  -15.148149  -10.660228  -10.432177    0.806192
  20   -9.465315   -9.465315  -17.406249   12.123826  -10.328746  -15.611169  -14.058620  -11.017863  -10.716827   -9.928990  -15.211412  -10.618107  -10.394583    0.806102
  21   -8.838636   -8.838636  -16.052172   11.236934   -9.773776  -14.589014  -12.929571  -10.498078  -10.192354   -9.468687  -14.283925  -10.192989   -9.943473    0.815767
  22   -8.788332   -8.788332  -15.995136   11.203363   -9.774603  -14.566376  -12.912510  -10.442198  -10.137829   -9.470369  -14.262142  -10.137964   -9.889585    0.815965
  23   -8.114000   -8.114000  -17.235415   11.839356  -10.581140  -15.977199  -14.418198   -9.673000   -9.380102  -10.125386  -15.521444   -9.217246   -9.009973    0.812125
  24   -8.090646   -8.090646  -17.193357   11.898491  -10.653232  -15.948098  -14.386239   -9.652505   -9.359333  -10.201705  -15.496571   -9.200978   -8.992561    0.812293
  25   -6.003010   -6.003010  -16.412546   10.466900  -11.057694  -17.003340  -16.148529   -6.857821   -6.693770  -10.323176  -16.268822   -6.123303   -6.100217    0.808085
  26   -5.855095   -5.855095  -16.125368   10.795668  -11.534519  -16.864219  -16.012555   -6.706758   -6.543681  -10.816772  -16.146471   -5.989011   -5.963368    0.808520
  27   -4.192352   -4.192352  -12.968312    7.988209  -12.087872  -17.067975  -17.284596   -3.975731   -4.019082  -11.215638  -16.195740   -3.103496   -3.321401    0.799877
  28   -4.189380   -4.189380  -12.894491    7.961519  -12.119594  -17.052565  -17.274480   -3.967466   -4.011895  -11.248051  -16.181023   -3.095924   -3.314844    0.799791
  29   -2.863839   -2.863839  -10.057194    5.910859  -10.726494  -14.872829  -15.106904   -2.629764   -2.673545  -10.024592  -14.170926   -1.927861   -2.102927    0.812959
  30   -2.832060   -2.832060  -10.084019    6.044234  -10.868551  -14.908336  -15.144226   -2.596170   -2.640346  -10.163867  -14.203652   -1.891486   -2.067631    0.812726
  31   -2.410848   -2.410848  -11.720941    6.566588  -11.757654  -16.912007  -17.151411   -2.171444   -2.219593  -10.868379  -16.022731   -1.282169   -1.509171    0.798878
  32   -2.269316   -2.269316  -11.602267    6.878403  -12.181589  -16.905453  -17.157443   -2.017326   -2.068185  -11.293840  -16.017704   -1.129578   -1.359609    0.798172
  33   -1.030327   -1.030327  -11.180301    6.629972  -12.562823  -17.113152  -17.411510   -0.731969   -0.792451  -11.640648  -16.190976    0.190207   -0.057214    0.797285
  34   -0.947566   -0.947566  -11.126150    6.314378  -12.287885  -17.099657  -17.404980   -0.642243   -0.704209  -11.367607  -16.179379    0.278035    0.029298    0.797049
 

================================================================================

    n = band index.
  Emf = "inner" mean-field energy eigenvalue used to construct Sigma(E),
        read from WFN_inner.
   Eo = "outer" mean-field energy eigenvalue where we center the evaluation
        frequency grid {E} of Sigma(E). Defaults to Emf, unless
        you use WFN_outer and eqp_outer.dat / scissors_outer.
  Vxc = exchange-correlation pot., calculated from VXC or read from vxc.dat.
  KIH = Kinetic energy + Ionic potential + Hartree, read from kih.dat.
    X = bare exchange.
   SX = screened exchange contrib. to Sigma(E) at energy E=Eo
   CH = Coulomb hole contrib. to Sigma(E) at energy E=Eo
  Cor = SX-X + CH = correlation portion of Sigma(E) at energy E=Eo.
  Sig = X + Cor = self energy, Sigma(E), at energy E=Eo.
 Eqp0 = on-shell QP energy = Emf - Vxc + Sig(Eo)
        Eqp0 is *not* the recommended quantity to use for QP properties.
 Eqp1 = off-shell solution to the linearized  Dyson`s equation
      = Eqp0 + (dSig/dE) / (1 - dSig/dE) * (Eqp0 - Eo),
        or a full linear interpolation if more freq. points where computed.
        Eqp1 is the recommended quantity to use for QP properties.
  Znk = quasiparticle renormalization factor

 Notes on the static remainder:
 - Unprimed values, such as Eqp0, are evaluated WITH the static remainder
 - Primed values, such as Eqp0`, are evaluated WITHOUT the static remainder

 Notes on the finite_difference_form from sigma.inp file:
   none    : -2 => dSig/dE = 0 (skip the expansion)
   backward: -1 => dSig/dE = (Sig(Eo) - Sig(Eo-dE)) / dE
   central :  0 => dSig/dE = (Sig(Eo+dE) - Sig(Eo-dE)) / (2*dE)
   forward :  1 => dSig/dE = (Sig(Eo+dE) - Sig(Eo)) / dE
   default :  2 => forward for diagonal and none for off-diagonal
   dE is finite_difference_spacing from Sigma.inp file.
   We are using the form #2 with dE = 1.000 eV.

 General notes:
 - All energies are reported here in eV.
 - Both Emf and Vxc contain the average pot. Vxc0, so Vxc0 doesn`t affect Sigma.
 - Eqp1 and Eqp0 are Eqs. (36-37) from Hybertsen & Louie PRB 34 5390.
 - We recommend you use Eqp1 for QP properties of materials.

================================================================================

